id,city_id,coords,status,status_code,year
196,13:024,"30.3019398916972,59.9570904660472,15.5350145604461 30.3019373770402,59.9571083731488,15.5350174400955 30.3019348623805,59.9571262802502,15.5350203197449 30.3015257224274,59.9571118308851,15.5354683566839 30.3015282373091,59.9570939240541,15.5354654788971 30.3015307527101,59.9570760169589,15.535462600179 30.3019398916972,59.9570904660472,15.5350145604461",действующий очаг,injured_active,2009.0
197,13:025,"30.3104313426898,59.967883916993,15.5257938858122 30.3104154800022,59.9679000109273,15.5258113751188 30.3103996172918,59.9679161040709,15.5258288653567 30.3099993301144,59.9678169396443,15.5262663960457 30.3100151929644,59.9678008457596,15.5262489067391 30.3100310578968,59.9677847518681,15.5262314109132 30.3104313426898,59.967883916993,15.5257938858122",возникающий очаг,injured_emerging,2009.0
198,13:055,"30.3319159005295,59.9663355798863,15.5022590523586 30.3318890102559,59.9663474334325,15.5022885883227 30.3318621204797,59.966359286183,15.5023181261495 30.3314122461049,59.966102754373,15.5028085494414 30.331439136359,59.9660909017123,15.5027790116146 30.3314660260589,59.9660790479958,15.5027494765818 30.3319159005295,59.9663355798863,15.5022590523586",затухающий очаг,injured_damped,2009.0
199,13:026,"30.3227405494955,59.9570477422935,15.5122322458774 30.3227089969934,59.9570562181075,15.5122668659315 30.3226774429125,59.9570646949695,15.5123014897108 30.322375239799,59.9567817690952,15.5126302922145 30.3224067936987,59.956773293357,15.5125956693664 30.3224383475747,59.9567648168224,15.5125610474497 30.3227405494955,59.9570477422935,15.5122322458774",возникающий очаг,injured_emerging,2009.0
200,13:027,"30.3024936230563,59.9478121724065,15.5343442959711 30.3024578589967,59.9478128154627,15.5343834878877 30.3024220970298,59.9478134582416,15.5344226723537 30.3024063322348,59.9475926928584,15.5344384564087 30.3024420939643,59.947592050084,15.5343992710114 30.3024778583202,59.9475914080826,15.5343600818887 30.3024936230563,59.9478121724065,15.5343442959711",действующий очаг,injured_active,2009.0
201,13:028,"30.3004112356901,59.9811746182254,15.5368638206273 30.3003635838244,59.9812927341502,15.5369168724865 30.3003284727797,59.9812891769548,15.5369552755728 30.3002933596439,59.9812856197549,15.5369936805218 30.3003410117497,59.9811675038551,15.536940629594 30.3003761226669,59.9811710610473,15.5369022255763 30.3004112356901,59.9811746182254,15.5368638206273",возникающий очаг,injured_emerging,2009.0
202,13:030,"30.2747057250346,59.9704938125461,15.5649313088506 30.2689879142955,59.9707085109747,15.571194156073 30.2689852405514,59.9706906098765,15.5711969723925 30.2689825673347,59.9706727087771,15.5711997868493 30.2747003719304,59.9704580095317,15.5649369396269 30.2747030487477,59.9704759115642,15.5649341242388 30.2747057250346,59.9704938125461,15.5649313088506",действующий очаг,injured_active,2010.0
203,13:031,"30.2746035447545,59.9707427650972,15.5650448082015 30.2703740177543,59.9709151450365,15.569677548483 30.2703711167279,59.9708972523191,15.5696806106716 30.2703682151823,59.9708793598656,15.5696836719289 30.2745977387003,59.9707069801123,15.5650509372354 30.2746006425136,59.9707248727347,15.5650478722528 30.2746035447545,59.9707427650972,15.5650448082015",действующий очаг,injured_active,2010.0
204,13:033,"30.3344078720856,59.9579109677601,15.4994618175551 30.3344102864009,59.9581506231523,15.4994611088187 30.3343744899482,59.9581507138364,15.4995003100485 30.3343386934953,59.9581508045108,15.4995395103469 30.3343362796969,59.9579111491168,15.4995402172208 30.3343720758914,59.9579110584433,15.4995010178536 30.3344078720856,59.9579109677601,15.4994618175551",действующий очаг,injured_active,2010.0
205,13:034,"30.3110213295504,59.971419852148,15.5251748673618 30.3109856219509,59.9714212153916,15.525213971734 30.3109499143485,59.9714225786255,15.5252530761063 30.3109159447534,59.9711989748359,15.5252885511145 30.3109516521166,59.9711976116113,15.5252494458109 30.3109873594769,59.9711962483771,15.5252103460953 30.3110213295504,59.971419852148,15.5251748673618",действующий очаг,injured_active,2010.0
206,13:035,"30.3019743494066,59.9718026801416,15.5350825078785 30.301752980685,59.9719949154774,15.5353262880817 30.3017219659174,59.9719859406524,15.5353601789102 30.3016909501247,59.9719769666112,15.5353940697387 30.3019123190962,59.9717847324303,15.5351502848789 30.3019433337173,59.9717937061593,15.5351163977757 30.3019743494066,59.9718026801416,15.5350825078785",действующий очаг,injured_active,2010.0
207,13:036,"30.3082377983508,59.9767298470708,15.5282629290596 30.3082028119785,59.9767336904131,15.5283012548462 30.3081678255907,59.9767375329574,15.5283395815641 30.3081548435364,59.9767078463314,15.5283535635099 30.3081898298944,59.9767040037906,15.528315236792 30.3082248162369,59.9767001604517,15.5282769082114 30.3082377983508,59.9767298470708,15.5282629290596",возникающий очаг,injured_emerging,2010.0
208,13:037,"30.308124964498,59.977407484455,15.5283916816115 30.3081118171393,59.9774241830467,15.5284062009305 30.3081064891326,59.9774309505665,15.5284120868891 30.3080986692429,59.9774408816383,15.5284207211807 30.3080562402201,59.9774324897028,15.5284670991823 30.3080634353247,59.9774233507087,15.5284591531381 30.3080693876174,59.9774157919053,15.528452578932 30.3080825339449,59.9773990933202,15.5284380586818 30.308124964498,59.977407484455,15.5283916816115",действующий очаг,injured_active,2010.0
209,13:038,"30.3088010426072,59.9777729807937,15.5276544792578 30.3087886217472,59.9777898176298,15.5276682060212 30.3087762024582,59.9778066555127,15.527681930922 30.3087422617357,59.9778003668109,15.5277190348133 30.308754680515,59.9777835289324,15.5277053108439 30.308767101912,59.9777666918353,15.5276915822178 30.3088010426072,59.9777729807937,15.5276544792578",действующий очаг,injured_active,2010.0
210,13:039,"30.2982379612675,59.9732832540602,15.5391840776429 30.2982238304666,59.9732997493377,15.5391996670514 30.2982096980687,59.9733162435656,15.5392152601853 30.2980899331403,59.9732904638373,15.5393461929634 30.2981040655845,59.9732739693592,15.5393305998296 30.298118196434,59.9732574740944,15.539315007627 30.2982379612675,59.9732832540602,15.5391840776429",действующий очаг,injured_active,2010.0
211,13:040,"30.2984410393525,59.9741543857336,15.538968118839 30.2984369666245,59.9741722197273,15.5389727121219 30.2984328918033,59.9741900547773,15.5389773044735 30.2982144949755,59.9741775236496,15.5392163107172 30.2982185678144,59.974159688611,15.5392117192969 30.2982226406489,59.9741418535722,15.5392071297392 30.2984410393525,59.9741543857336,15.538968118839",действующий очаг,injured_active,2010.0
212,13:041,"30.2807881665892,59.9571712203348,15.5581845985726 30.280782213886,59.9571735199297,15.5581911355257 30.2807730992279,59.9571755741039,15.5582011323422 30.2804879262936,59.9572063417069,15.5585137251765 30.2804794597235,59.9572064835358,15.558523000218 30.2801814560222,59.9571847774195,15.5588493188843 30.2801763446721,59.9571842095682,15.5588549124077 30.2801714540956,59.957183274729,15.5588602647185 30.2801668866889,59.9571819918781,15.5588652603328 30.2799425384322,59.9571075704419,15.5591105604544 30.2799356629872,59.957104093626,15.5591180725023 30.2798002514453,59.9569995885929,15.5592657597736 30.2797976073826,59.9569971510871,15.5592686403543 30.2797957435536,59.956994538659,15.5592706669122 30.2797947055668,59.9569918129996,15.5592717863619 30.2797945175704,59.9569890400523,15.5592719754204 30.2798079886797,59.9568333034284,15.5592562435195 30.2798437517705,59.9568340813342,15.559217072092 30.2798795127637,59.956834858972,15.5591779025272 30.2798665378481,59.9569848606564,15.5591930504888 30.2799901815075,59.9570804245369,15.559058200568 30.2801996819904,59.9571498268616,15.5588291324675 30.2804812829254,59.9571703988215,15.558520777151 30.2807455505609,59.9571419108332,15.55823110044 30.282564150471,59.9562517600405,15.5562332607806 30.2830045683111,59.9560438364472,15.5557494740933 30.2841648912283,59.9553453728233,15.5544739225879 30.2845455495054,59.9551039583238,15.5540553731844 30.2857871514097,59.95431595577,15.5526901660487 30.2858500629577,59.9542745984621,15.5526209827513 30.2857798086045,59.9542346782428,15.5526976920664 30.2855254115841,59.9542486654002,15.5529764797539 30.2838110108077,59.9547720571392,15.5548579692841 30.2813739179712,59.9555160124364,15.5575325358659 30.2813553078211,59.95550067828,15.5575528275222 30.2813366971572,59.9554853433333,15.5575731219724 30.2854952779468,59.9542158353351,15.5530092827976 30.2854998373314,59.9542146846353,15.553004283458 30.2855046764194,59.9542138717167,15.5529989758506 30.285509697835,59.9542134120395,15.5529934726655 30.2855915161314,59.95420891331,15.5529038086534 30.2857904592552,59.9541979748449,15.5526857897639 30.2857961585945,59.9541978907254,15.5526795452461 30.2858018120473,59.9541982615677,15.5526733528823 30.2858072774661,59.9541990782142,15.55266737286 30.2858124136451,59.9542003191479,15.5526617523283 30.2858170913568,59.9542019536233,15.552656638436 30.2858211943842,59.9542039398239,15.5526521578431 30.2858966948008,59.9542468431271,15.5525697171688 30.2859254322469,59.9542631722352,15.552538337186 30.285929052772,59.9542656813866,15.5525343883783 30.2859317598133,59.9542684651715,15.5525314416736 30.2859334729696,59.9542714404164,15.5525295827538 30.2859341401098,59.9542745194169,15.552528870292 30.2859337405158,59.9542776096678,15.5525293285027 30.2859322901768,59.954280619899,15.5525309359655 30.2859298286886,59.9542834606297,15.5525336517021 30.2859264313241,59.9542860457198,15.5525373890996 30.2842204728206,59.9553679994347,15.5544131733477 30.2830567006927,59.9560684431524,15.5556925190613 30.2826136988292,59.9562776739366,15.5561791462824 30.2807881665892,59.9571712203348,15.5581845985726",вырублено,felled,2016.0
213,13:042,"30.2861057093828,59.9539043103392,15.5523385535926 30.2814165147416,59.9553231769218,15.5574846630916 30.2813980254717,59.9553078059666,15.5575048234314 30.281379536741,59.9552924347447,15.5575249809772 30.2860687286278,59.9538735694714,15.5523788724095 30.2860872187335,59.9538889397757,15.5523587139323 30.2861057093828,59.9539043103392,15.5523385535926",вырублено,felled,2016.0
214,13:043,"30.2748784058216,59.9643905433465,15.5647033294663 30.2762852455236,59.9646310899259,15.5631639957428 30.2762681676079,59.9646630101609,15.5631829015911 30.2748613485895,59.9644253626396,15.5647222325206 30.2748784058216,59.9643905433465,15.5647033294663",вырублено,felled,2016.0
215,13:043,"30.2775190108483,59.9649125665001,15.5618145139888 30.2775534796311,59.964886406006,15.5617765979841 30.2787005601732,59.9653392080022,15.5605231923983 30.2799143293161,59.9658176737792,15.5591969657689 30.2798848623876,59.9658369387807,15.55922936555 30.2786732944546,59.965365216343,15.560553221032 30.2775190108483,59.9649125665001,15.5618145139888",вырублено,felled,2016.0
216,13:043,"30.2801097882303,59.9659000506318,15.5589834395796 30.2804394558007,59.9660428315168,15.5586233241484 30.2809651884845,59.9662960666232,15.5580492112786 30.2809753595022,59.9663449591796,15.5580383902416 30.2809234356682,59.966358113165,15.5580953424796 30.2809099448274,59.9663010759151,15.5581097444519 30.2804038500593,59.9660624725112,15.5586624462157 30.2800709294928,59.9659196981757,15.5590261248872 30.2801097882303,59.9659000506318,15.5589834395796",вырублено,felled,2016.0
217,13:044  ,"30.2984747641106,59.9737688974087,15.5389283774421 30.2984495546045,59.973781647659,15.5389560693875 30.2984243450814,59.9737943981674,15.5389837604016 30.2983514568637,59.9737581915706,15.5390632925555 30.2983766663874,59.973745441076,15.5390356006101 30.2984018753672,59.9737326905778,15.539007906802 30.2984747641106,59.9737688974087,15.5389283774421",действующий очаг,injured_active,2012.0
218,13:045  ,"30.2985208580682,59.9739843105657,15.5388794913888 30.2984845036058,59.9739860255201,15.5389193035662 30.2984788115213,59.9739860662573,15.5389255369082 30.2984731762031,59.9739856533189,15.538931700401 30.2984677441171,59.9739847995203,15.5389376441017 30.2984626486723,59.9739835240164,15.538943211548 30.2984580228762,59.9739818596352,15.538948263973 30.2984539809425,59.9739798492385,15.5389526747167 30.2984506261405,59.9739775436004,15.5389563292265 30.2984243782372,59.9739561079555,15.5389849087223 30.2984549008801,59.9739467174613,15.5389514239505 30.2984854229835,59.9739373272242,15.5389179410413 30.2985000025119,59.9739492329359,15.5389020657167 30.2985141468366,59.9739485654682,15.5388865759596 30.2985175021919,59.973966438412,15.5388830332085 30.2985208580682,59.9739843105657,15.5388794913888",действующий очаг,injured_active,2012.0
219,13:046,"30.2689560770587,59.9715519100326,15.5712343119085 30.2689219262016,59.9715573119851,15.5712717464194 30.2688877753355,59.9715627141917,15.5713091762736 30.2688379848799,59.9714836253025,15.5713632032275 30.2688197765095,59.9714547003394,15.5713829621673 30.2686541466436,59.9711916013165,15.5715626887977 30.2686882992662,59.9711861994289,15.5715252552181 30.2687224497796,59.9711807975367,15.5714878244326 30.2689560770587,59.9715519100326,15.5712343119085",возникающий очаг,injured_emerging,2015.0
220,14:001,"30.0317807203069,59.8451658555924,15.8315663784742 30.0317277551313,59.8451891985816,15.83162456844 30.0317042502332,59.8451756936204,15.8316505085677 30.0316807448327,59.8451621897068,15.8316764561459 30.0317337079085,59.8451388469999,15.8316182671115 30.0317572148823,59.8451523516924,15.8315923204646 30.0317807203069,59.8451658555924,15.8315663784742",возникающий очаг,injured_emerging,2009.0
221,14:002,"30.0383365098963,59.853411944633,15.8243107190356 30.0383406456851,59.8534210852036,15.8243061257526 30.0383485625401,59.8534385884412,15.8242973340675 30.0378219064266,59.8534988824079,15.824876666069 30.0378139882649,59.8534813783505,15.8248854624107 30.0378095183178,59.8534714935077,15.8248904282227 30.0378060711574,59.8534638748181,15.8248942550272 30.0383327267468,59.8534035811773,15.8243149230257 30.0383365098963,59.853411944633,15.8243107190356",действующий очаг,injured_active,2009.0
222,14:003,"30.0355428452873,59.8531908685587,15.8273863457143 30.0353172017453,59.8532245680521,15.8276345292106 30.0353070457302,59.8532073586603,15.8276457861066 30.0352968912936,59.8531901492673,15.8276570439339 30.0355225330553,59.853156449809,15.8274088669568 30.0355326891661,59.8531736591843,15.8273976072669 30.0355428452873,59.8531908685587,15.8273863457143",возникающий очаг,injured_emerging,2009.0
223,14:004,"30.0732528162449,59.851387823724,15.7858947440982 30.0732530194328,59.8514803325551,15.7858941974118 30.0732173370123,59.8514803523871,15.7859334601089 30.0731816545918,59.8514803722095,15.7859727246687 30.073181451602,59.8513878633784,15.7859732704237 30.0732171339235,59.851387843556,15.785934005864 30.0732528162449,59.851387823724,15.7858947440982",возникающий очаг,injured_emerging,2009.0
224,14:005,"30.0828619527638,59.8537380657091,15.775313988328 30.0827963480435,59.8542469012661,15.7753845928237 30.0827607365624,59.854245739669,15.7754237744957 30.0827251271725,59.8542445772722,15.7754629561678 30.0827907324549,59.8537357425394,15.7753923553973 30.0828263433921,59.8537369041286,15.77535317 30.0828619527638,59.8537380657091,15.775313988328",возникающий очаг,injured_emerging,2009.0
225,14:006,"30.0379265303338,59.8500632855528,15.8247774820775 30.0379231307573,59.8500811546592,15.8247811393812 30.037919729088,59.8500990248177,15.8247848004103 30.0376762792652,59.8500872975243,15.8250528080389 30.0376796794963,59.8500694276354,15.8250491516665 30.0376830807686,59.8500515574831,15.8250454925001 30.0379265303338,59.8500632855528,15.8247774820775",затухающий очаг,injured_damped,2012.0
226,14:007,"29.9065824670369,59.8690564772773,15.9692346919328 29.9062209567511,59.8691527884184,15.9696318665519 29.9061799203038,59.8691113726879,15.9696773989126 29.9065459954792,59.8690173634181,15.9692751765251 29.9065824670369,59.8690564772773,15.9692346919328",без признаков поражения,uninjured,2012.0
227,14:007,"29.9047843361378,59.8694345683488,15.9712110636756 29.9048390430691,59.8694920890248,15.9711503461003 29.9044088666408,59.8696113391693,15.9716229122132 29.9043495930265,59.8695515151644,15.9716886803508 29.9047843361378,59.8694345683488,15.9712110636756",без признаков поражения,uninjured,2012.0
228,14:007,"29.8901948599345,59.8729847746542,15.9872417002916 29.8870487907658,59.8742490105517,15.9906938215718 29.8867052882909,59.8743958678066,15.9910706514493 29.8866505728086,59.8743475363287,15.9911313215271 29.8869940500473,59.8742075760646,15.9907544599846 29.8900805538183,59.8729777824409,15.9873676029965 29.8902545077933,59.872925043678,15.98717657011 29.896886347866,59.8712128515439,15.9798906883225 29.8969228247166,59.8712473689303,15.9798502298072 29.8901948599345,59.8729847746542,15.9872417002916",без признаков поражения,uninjured,2012.0
229,14:008,"29.8951488672817,59.8816307051878,15.9817129494622 29.8951000548876,59.8816367978069,15.9817666206509 29.893377460045,59.878650052248,15.9836883246899 29.8934323763843,59.8786408992007,15.9836279582232 29.8951488672817,59.8816307051878,15.9817129494622",без признаков поражения,uninjured,2016.0
