id,city_id,coords,status,status_code,year
719,5:006,"30.2669173712082,59.8847931313787,15.5730307828635 30.2669177246148,59.8848274255415,15.5730305248871 30.2667035114547,59.8848258998167,15.5732657136396 30.2666920374896,59.884825730832,15.5732783125713 30.2666930833915,59.8848077869682,15.5732770962641 30.2666941308617,59.8847898431012,15.5732758762315 30.2669173712082,59.8847931313787,15.5730307828635",возникающий очаг,injured_emerging,2016.0
720,5:007,"30.2755000307292,59.8431120886537,15.5634600371122 30.2750248025072,59.8433356961949,15.5639831023291 30.2750004375074,59.8433225839734,15.5640098489821 30.2749760730405,59.8433094706945,15.5640365919098 30.2754513033063,59.8430858633239,15.5635135248303 30.2754756662201,59.8430989754668,15.5634867809713 30.2755000307292,59.8431120886537,15.5634600371122",возникающий очаг,injured_emerging,2009.0
721,5:009,"30.2582250778694,59.865412299892,15.5825112368912 30.2580804071077,59.8659709007979,15.5826718648896 30.2580450088984,59.8659685824653,15.5827107494697 30.2580096101651,59.8659662633354,15.5827496312559 30.2581542826169,59.8654076625051,15.5825890032575 30.2581896802458,59.8654099818607,15.5825501214713 30.2582250778694,59.865412299892,15.5825112368912",действующий очаг,injured_active,2015.0
722,5:011,"30.2684586794831,59.8910431474914,15.5713633112609 30.2678029026735,59.8911945439853,15.5720837963745 30.2677879881421,59.8911782319483,15.5721000991762 30.2677730741424,59.8911619191197,15.5721164084971 30.2684288504435,59.8910105225109,15.5713959243149 30.2684437646901,59.8910268344767,15.5713796187192 30.2684586794831,59.8910431474914,15.5713633112609",затухающий очаг,injured_damped,2011.0
723,5:012,"30.2764816515688,59.8918661166992,15.562559989281 30.2751262802039,59.8922871674451,15.5640495382249 30.2751074938678,59.8922718984129,15.5640700897202 30.2750887080722,59.8922566293768,15.5640906477347 30.2764440786687,59.8918355787529,15.5626010997221 30.2764628648496,59.8918508478594,15.5625805445015 30.2764816515688,59.8918661166992,15.562559989281",действующий очаг,injured_active,2011.0
724,5:013,"30.274338729307,59.8909318414257,15.5649082129821 30.2732877015508,59.8911815396752,15.5660629840568 30.2732724313014,59.8911653107634,15.566079672426 30.2732571631599,59.8911490818454,15.5660963654518 30.274308190636,59.890899382786,15.5649415962398 30.2743234607511,59.890915612368,15.5649249041453 30.274338729307,59.8909318414257,15.5649082129821",затухающий очаг,injured_damped,2011.0
725,5:016,"30.2836164110843,59.857252508927,15.5545866731554 30.2836172812663,59.8572558099836,15.5545857297257 30.2837162622397,59.8587047607855,15.5544822616503 30.2849969718294,59.8587019963436,15.5530751403421 30.2849971253314,59.8587199475727,15.5530750369653 30.2849972788358,59.8587378990646,15.5530749373138 30.2836819345142,59.8587407380944,15.5545201096684 30.2836758524344,59.8587404893129,15.5545267919078 30.2836699426261,59.8587397219248,15.5545332804322 30.2836643804137,59.8587384602679,15.554539388977 30.2836593260566,59.8587367397557,15.5545449359342 30.2836549289733,59.8587346118639,15.5545497583225 30.2836513156648,59.8587321378458,15.5545537211001 30.2836485939147,59.8587293908268,15.5545566985384 30.2836468433349,59.8587264505666,15.5545586133376 30.2836461127478,59.8587234029379,15.5545594040304 30.2836082483097,59.8581691179144,15.554598976858 30.283602373909,59.8580831155648,15.554605117999 30.2835460867279,59.8572590913256,15.5546639682725 30.2833243642509,59.8568425275772,15.5549060786143 30.2833588370948,59.8568378847531,15.554868186824 30.2833933120199,59.8568332419155,15.5548302885145 30.2836164110843,59.857252508927,15.5545866731554",без признаков поражения,uninjured,2011.0
726,5:017,"30.2836643984917,59.8581682234779,15.5545372804627 30.2836439207517,59.8581685491692,15.5545597802848 30.2836287260481,59.8581687919658,15.5545764761046 30.2836082483097,59.8581691179144,15.554598976858 30.2835930556897,59.8581693599137,15.5546156708151 30.2835876376049,59.8580833500079,15.5546213081107 30.283602373909,59.8580831155648,15.554605117999 30.2836233083963,59.8580827823234,15.5545821161941 30.2836380462591,59.8580825468212,15.5545659204945 30.2836589807456,59.8580822135741,15.5545429196209 30.2836643984917,59.8581682234779,15.5545372804627",возникающий очаг,injured_emerging,2011.0
727,5:019,"30.2670524031045,59.8728450716524,15.5728386463597 30.2672485857958,59.8729717811276,15.5726236160845 30.2673304166597,59.8730415128372,15.5725339809433 30.267299649124,59.873050621076,15.5725678093731 30.2672688794733,59.8730597285231,15.5726016359404 30.2671895281546,59.8729919655595,15.572688552551 30.2669953566844,59.8728666683229,15.572901379317 30.2661333392445,59.8722707592065,15.5738461092114 30.2661622147872,59.872260200797,15.5738143557683 30.2661910908345,59.8722496423801,15.5737826032564 30.2670524031045,59.8728450716524,15.5728386463597",действующий очаг,injured_active,2015.0
728,5:019,"30.2679849492944,59.8735336391191,15.5718168346211 30.2679548611254,59.8735433053792,15.5718499142677 30.267924773985,59.8735529716303,15.5718829939142 30.2677063056639,59.8733810851018,15.5721223307773 30.2677363942816,59.8733714188972,15.5720892501995 30.2677664813131,59.8733617526889,15.5720561696216 30.2679849492944,59.8735336391191,15.5718168346211",действующий очаг,injured_active,2015.0
729,5:019,"30.2700216962911,59.8755288164644,15.5695871366188 30.2699896033761,59.8755366864889,15.5696224132553 30.2699575078331,59.8755445567739,15.5696576889604 30.2692696236523,59.8748355891163,15.5704105673358 30.2693017165836,59.8748277190026,15.5703752934933 30.2693338089767,59.8748198488822,15.5703400187194 30.2700216962911,59.8755288164644,15.5695871366188",действующий очаг,injured_active,2015.0
730,5:019,"30.2716441436349,59.8772326998199,15.5678117144853 30.2716114220165,59.8772398876525,15.5678476765752 30.2715787003927,59.8772470765286,15.5678836358711 30.2713351777693,59.8769669460371,15.5681500099599 30.2713678991772,59.8769597580101,15.5681140497327 30.2714006205646,59.8769525691862,15.5680780913681 30.2716441436349,59.8772326998199,15.5678117144853",действующий очаг,injured_active,2015.0
731,5:019,"30.2737823723312,59.8795321332,15.5654725171626 30.2737499804459,59.8795396918668,15.565508116968 30.2737175869745,59.8795472502659,15.5655437149107 30.2720295564323,59.8777192843019,15.5673903143033 30.2720619464166,59.877711726058,15.5673547154292 30.272094338474,59.8777041672759,15.5673191165552 30.2737823723312,59.8795321332,15.5654725171626",действующий очаг,injured_active,2015.0
732,5:019,"30.2749029895215,59.8808114683224,15.5642470698804 30.2748702666806,59.8808186590623,15.5642830310389 30.2748375422628,59.8808258505861,15.5643189903349 30.2737499794419,59.8795753931931,15.5655082566664 30.273782700777,59.8795682022059,15.5654722983018 30.2738154226253,59.8795610117354,15.5654363390058 30.2749029895215,59.8808114683224,15.5642470698804",действующий очаг,injured_active,2015.0
733,5:020,"30.2565472587378,59.8678532659464,15.5843618866056 30.2565399020851,59.8678683085343,15.5843700151891 30.2565052350648,59.8678640229642,15.5844080867246 30.2564705675203,59.8678597360713,15.5844461582601 30.2564779236796,59.8678446934883,15.5844380315393 30.2565125912073,59.8678489801163,15.5843999590725 30.2565472587378,59.8678532659464,15.5843618866056",действующий очаг,injured_active,2011.0
734,5:022,"30.2786760280511,59.8796674416594,15.5600995263085 30.2786102757901,59.8797793230043,15.5601721787825 30.2785760256513,59.8797742369947,15.5602097669616 30.2785417770922,59.8797691509729,15.5602473532781 30.2786075295635,59.8796572696618,15.5601746961474 30.2786417795867,59.8796623556635,15.5601371088997 30.2786760280511,59.8796674416594,15.5600995263085",действующий очаг,injured_active,2011.0
735,5:023,"30.2772587469035,59.8801940198584,15.5616578953341 30.2772917177417,59.8802009168037,15.5616217181087 30.2771582149984,59.8803621786993,15.5617689630017 30.2771556181787,59.8803647235312,15.561771822162 30.2771522499081,59.8803670275645,15.5617755297571 30.2771481970685,59.8803690340867,15.5617799879983 30.2771435612312,59.880370691613,15.5617850851268 30.277138461308,59.8803719580875,15.561790689826 30.2755566388703,59.8806887648774,15.5635288543999 30.2755434185966,59.8806720886231,15.5635433038697 30.2755302004262,59.8806554121001,15.5635577514768 30.277098048857,59.8803414039133,15.5618349406868 30.2772257739888,59.8801871231722,15.5616940716282 30.2772587469035,59.8801940198584,15.5616578953341",без признаков поражения,uninjured,2011.0
736,5:023,"30.2748031338526,59.8808388529308,15.5643568243831 30.2748169757552,59.8808554007046,15.5643416922539 30.2708289489385,59.8816982179613,15.5687239747494 30.270815106573,59.881681669774,15.5687391087413 30.2708012668368,59.8816651215797,15.5687542408705 30.274789290386,59.8808223041071,15.5643719593063 30.2748031338526,59.8808388529308,15.5643568243831",без признаков поражения,uninjured,2011.0
737,5:023,"30.2746193973049,59.8810425803673,15.5645593851805 30.2746333373773,59.8810591082356,15.5645441440865 30.2723412797215,59.8815480411442,15.5670628100634 30.2708388518329,59.8818676320437,15.5687137581408 30.2708249133034,59.881851103775,15.5687289973721 30.270810975313,59.8818345757666,15.5687442403287 30.2723090415671,59.8815159578288,15.5670980848372 30.2724090587914,59.8814940763148,15.5669881775975 30.2746054577781,59.8810260535481,15.5645746234804 30.2746193973049,59.8810425803673,15.5645593851805",без признаков поражения,uninjured,2011.0
738,5:023,"30.2699738091986,59.8818697954266,15.5696636065841 30.2699886245521,59.8818861300503,15.5696474015713 30.2682724239618,59.8822793787742,15.571533344686 30.2682576092743,59.8822630439581,15.5715495487675 30.2682427935636,59.8822467101941,15.5715657537803 30.2699589943848,59.8818534610631,15.5696798106655 30.2699738091986,59.8818697954266,15.5696636065841",без признаков поражения,uninjured,2011.0
739,5:023,"30.2700001582234,59.8820010682403,15.5696351816878 30.2700148770573,59.8820174254075,15.5696190809831 30.2680967313111,59.882453448525,15.5717269210145 30.2680820132342,59.8824370921959,15.5717430207878 30.2680672972642,59.8824207358607,15.5717591168359 30.269985441505,59.8819847121188,15.5696512758732 30.2700001582234,59.8820010682403,15.5696351816878",без признаков поражения,uninjured,2011.0
740,5:023,"30.2678285528239,59.8823613530598,15.5720210364088 30.2678432707449,59.8823777096805,15.5720049394295 30.2647219731364,59.8830872505271,15.5754348700866 30.2647072564355,59.8830708938217,15.5754509689286 30.2646925381797,59.8830545371177,15.5754670696333 30.2678138333502,59.8823449967035,15.5720371380448 30.2678285528239,59.8823613530598,15.5720210364088",без признаков поражения,uninjured,2011.0
741,5:023,"30.2676612465557,59.8825184383686,15.5722053414211 30.2676766912636,59.8825346244682,15.572188442573 30.2650184040325,59.8831754493699,15.5751097090542 30.265002959795,59.8831592629608,15.5751266079023 30.264987514001,59.8831430762901,15.5751435067505 30.2676458013397,59.8825022522683,15.5722222393379 30.2676612465557,59.8825184383686,15.5722053414211",без признаков поражения,uninjured,2011.0
742,5:024,"30.2706623747096,59.8828051028778,15.5689111799002 30.2706645016266,59.8828077327967,15.5689088543877 30.2706657759305,59.8828104993491,15.5689074657857 30.270666168794,59.8828133313404,15.5689070457593 30.2706656665772,59.8828161596483,15.5689076073468 30.2705998228587,59.883011167113,15.5689806640148 30.2705646108873,59.8830081633939,15.569019317627 30.2705293984056,59.8830051604553,15.5690579665825 30.2705932824582,59.8828159520068,15.5689870845526 30.2699357280236,59.882157460043,15.5697065284476 30.2699676474652,59.8821494068791,15.5696714511141 30.269999567425,59.8821413550209,15.5696363709867 30.2706623747096,59.8828051028778,15.5689111799002",действующий очаг,injured_active,2011.0
743,5:025,"30.2680369550965,59.882462227306,15.5717925904319 30.2677340458787,59.8825263884602,15.5721254367381 30.2677201765021,59.8825098455278,15.572140599601 30.2677063071457,59.8824933033827,15.5721557680517 30.2680092140239,59.8824291422964,15.5718229245394 30.2680230835039,59.8824456844097,15.57180775702 30.2680369550965,59.882462227306,15.5717925904319",затухающий очаг,injured_damped,2011.0
744,5:026,"30.2682391121682,59.8822878424264,15.5715699549764 30.2678942008876,59.8823690349456,15.5719489855692 30.267879053753,59.8823527780642,15.5719655556604 30.2678639061038,59.8823365203933,15.5719821248204 30.2682088150379,59.8822553290091,15.5716030979529 30.2682239643814,59.8822715858485,15.571586523205 30.2682391121682,59.8822878424264,15.5715699549764",действующий очаг,injured_active,2011.0
745,5:027,"30.2655426642415,59.8876575106298,15.5745511110872 30.2655108966614,59.8876657201582,15.5745860217139 30.2654791311584,59.8876739296746,15.5746209267527 30.2647739809864,59.8869848224014,15.5753924492747 30.2648057465297,59.8869766130532,15.5753575433046 30.264837513627,59.8869684036943,15.5753226354718 30.2655426642415,59.8876575106298,15.5745511110872",возникающий очаг,injured_emerging,2011.0
746,5:028,"30.2644377318525,59.8782959287213,15.5757295461372 30.2644907952749,59.8782851354803,15.5756712332368 30.2649299618791,59.878706383599,15.5751904612407 30.2648556834583,59.8787225636883,15.5752720898017 30.2644377318525,59.8782959287213,15.5757295461372",возникающий очаг,injured_emerging,2016.0
747,5:028,"30.2638117352508,59.878441455714,15.5764175243676 30.2638647567735,59.8784253195625,15.5763592394069 30.2644756454603,59.8790546187228,15.5756906308234 30.2644332547169,59.8790707348397,15.5757372388616 30.2638117352508,59.878441455714,15.5764175243676",возникающий очаг,injured_emerging,2016.0
748,5:028,"30.2642101058067,59.8783503443806,15.5759797142819 30.2648747722338,59.8790226413862,15.5752522079274 30.2647028898256,59.8790746885928,15.5754411518574 30.2640169761267,59.8783945506778,15.5761919645593 30.2642101058067,59.8783503443806,15.5759797142819",возникающий очаг,injured_emerging,2016.0
749,5:029,"30.2698728801603,59.8789855585174,15.5697634425014 30.2698409078693,59.878993625184,15.5697985822335 30.2698089871603,59.8790016044447,15.5698336632922 30.2697966249162,59.878989165066,15.5698471944779 30.2694266337344,59.8786168779586,15.5702520944178 30.2694585810074,59.8786088545632,15.5702169798315 30.2694905277506,59.8786008322129,15.5701818680391 30.2698728801603,59.8789855585174,15.5697634425014",без признаков поражения,uninjured,2011.0
750,5:030,"30.2580393450733,59.8659921049893,15.5827170405537 30.2580746461771,59.8659947763652,15.5826782649383 30.2575809417093,59.8676428862652,15.5832256600261 30.2575692077013,59.8676863593666,15.5832386845723 30.2570006252809,59.8695837651969,15.583869125694 30.2569653204603,59.8695810938,15.5839078994468 30.2569300156433,59.8695784221307,15.5839466741309 30.2574983103289,59.8676820441739,15.5833165580407 30.2575100459884,59.8676385700239,15.5833035307005 30.2580040460685,59.8659894338627,15.5827558133751 30.2580393450733,59.8659921049893,15.5827170405537",без признаков поражения,uninjured,2016.0
751,5:030,"30.2567466651886,59.8702061991744,15.5841500265524 30.2568366836156,59.8702086859071,15.584051148966 30.2563231587222,59.8718991209588,15.584620507434 30.2562478279336,59.871894535529,15.5847032424062 30.2567466651886,59.8702061991744,15.5841500265524",без признаков поражения,uninjured,2016.0
752,5:030,"30.2564859565021,59.8703004688554,15.5844367090613 30.2565615437883,59.8703073182575,15.5843536946923 30.25629833193,59.8711536373986,15.5846454557031 30.25621893446,59.8711557879645,15.5847326787189 30.2561878603314,59.8712456887335,15.5847670920193 30.2562673501631,59.8712555162822,15.584679803811 30.2560649847825,59.8719032276625,15.5849041128531 30.2560297086822,59.8719004526257,15.5849428549409 30.2559306557558,59.8718971751645,15.5850516473874 30.2561084012412,59.8712398536602,15.5848543597385 30.2564619770152,59.8700032230298,15.5844621341676 30.2565658079806,59.8700112534865,15.5843481002375 30.2564859565021,59.8703004688554,15.5844367090613",без признаков поражения,uninjured,2016.0
753,5:031,"30.2566636445221,59.8614053358854,15.5842150785029 30.2566481856146,59.8614215164648,15.5842321105301 30.25663272669,59.8614376967794,15.5842491453514 30.2557056267274,59.8612136359107,15.5852672103792 30.2557210859968,59.8611974554412,15.5852501774207 30.2557365457699,59.8611812744429,15.5852331435308 30.2566636445221,59.8614053358854,15.5842150785029",возникающий очаг,injured_emerging,2012.0
754,5:031,"30.2569790980223,59.8615708662977,15.5838689357042 30.2570195486554,59.8616452793485,15.5838247025385 30.2570662376992,59.8617311941729,15.583773647435 30.2572605099427,59.8621484142639,15.5835613878444 30.2573174914675,59.8624300648514,15.5834995936602 30.2572819789235,59.8624318771676,15.5835386207327 30.2572464679459,59.862433689734,15.583577641286 30.257190099683,59.8621543367147,15.5836387705058 30.2570157575452,59.861780186824,15.583829251118 30.2569970426416,59.8617400221545,15.5838497020304 30.2569005871043,59.8615625785791,15.5839551798999 30.2569350160188,59.8615578449611,15.5839173346758 30.2569670881022,59.8615534343391,15.5838820822537 30.2569790980223,59.8615708662977,15.5838689357042",возникающий очаг,injured_emerging,2012.0
755,5:031,"30.2577973215814,59.862881014759,15.5829736934975 30.2577617791097,59.8628826666123,15.5830127522349 30.2577262361137,59.8628843187199,15.5830518081784 30.2575841683304,59.8621111844056,15.5832056542858 30.2576197105109,59.8621095325996,15.583166597411 30.257655252157,59.8621078797333,15.5831275414675 30.2577973215814,59.862881014759,15.5829736934975",возникающий очаг,injured_emerging,2012.0
756,5:033,"30.2275245478365,59.8556870369951,15.6162255816162 30.2274958193343,59.8556976879388,15.6162571804598 30.2274670929046,59.8557083388725,15.6162887737155 30.2246275705942,59.8537702260386,15.6194068454206 30.2246562962637,59.8537595757215,15.6193752503023 30.2246850224358,59.8537489251342,15.6193436542526 30.2275245478365,59.8556870369951,15.6162255816162",действующий очаг,injured_active,2015.0
757,5:035,"30.2194054798462,59.8387748357579,15.6251293802634 30.2193987578093,59.8387924667101,15.6251367907971 30.2193920362825,59.8388100968721,15.6251442003995 30.219056340963,59.8387776771384,15.6255133682862 30.2190630626625,59.8387600472563,15.6255059568211 30.2190697848772,59.8387424173728,15.6254985472187 30.2194054798462,59.8387748357579,15.6251293802634",без признаков поражения,uninjured,2012.0
758,5:036,"30.2195418872255,59.8384351032525,15.6249790228903 30.2192603106268,59.838661139295,15.6252889251336 30.219230091686,59.8386516034271,15.6253221519291 30.2191998711951,59.8386420675548,15.625355376862 30.2194814480412,59.8384160313779,15.62504547555 30.2195116663178,59.8384255671894,15.6250122496858 30.2195418872255,59.8384351032525,15.6249790228903",возникающий очаг,injured_emerging,2012.0
759,5:037  ,"30.2628704167672,59.8811803109082,15.5774610228837 30.2628383626078,59.8811882280022,15.57749625016 30.2628063089602,59.8811961456132,15.5775314774364 30.2624149604966,59.8807958365326,15.5779597852379 30.2624470138585,59.8807879198052,15.5779245570302 30.2624790671969,59.8807800020184,15.5778893316165 30.2628704167672,59.8811803109082,15.5774610228837",действующий очаг,injured_active,2012.0
760,5:040,"30.269452071704,59.853872683987,15.5701398970559 30.2694877563199,59.8538726109869,15.5701006790623 30.2694881132238,59.8539167599263,15.5701004220173 30.2694884422836,59.8539517749886,15.5701001677662 30.2694888789743,59.8540114826614,15.570099872537 30.2694531942097,59.8540115556619,15.5701390877366 30.2694175073544,59.854011628657,15.5701783057302 30.2694170274904,59.853952254205,15.5701786531135 30.2694167713733,59.8539205642723,15.5701788365841 30.2694163849974,59.8538727569817,15.5701791150495 30.269452071704,59.853872683987,15.5701398970559",действующий очаг,injured_active,2014.0
761,5:041,"30.2574998745832,59.8654150448915,15.5833079945296 30.2569065290663,59.8676804751286,15.5839666752145 30.2568711341572,59.8676781314942,15.5840055542067 30.2568357413363,59.8676757867945,15.5840444257483 30.2574290915848,59.8654103568715,15.5833857450634 30.2574644841252,59.8654127006213,15.5833468688652 30.2574998745832,59.8654150448915,15.5833079945296",действующий очаг,injured_active,2014.0
762,5:042,"30.2572902083266,59.8653802584621,15.5835382426158 30.2571378186331,59.865986116848,15.5837074760348 30.2571024026803,59.8659838640292,15.58374637831 30.2570669872612,59.8659816119886,15.583785279654 30.2572193782144,59.8653757526318,15.5836160471663 30.2572547930057,59.8653780054208,15.5835771439597 30.2572902083266,59.8653802584621,15.5835382426158",действующий очаг,injured_active,2014.0
763,5:044,"30.2033927015638,59.833208624536,15.6427389243618 30.2033910297158,59.833226557398,15.6427407683805 30.2033893578611,59.8332444894713,15.6427426151931 30.2031277962418,59.8332383110215,15.6430303556845 30.2031294682335,59.8332203784256,15.6430285107344 30.203131140749,59.8332024463547,15.6430266639218 30.2033927015638,59.833208624536,15.6427389243618",возникающий очаг,injured_emerging,2014.0
764,5:046,"30.2357330852215,59.8389768495702,15.6071735173464 30.2357128212342,59.838991622572,15.6071958234534 30.2356925546167,59.8390063955752,15.607218134217 30.2332802551258,59.8381681685422,15.6098696952686 30.2333005217817,59.8381533959089,15.6098473882303 30.2333207868524,59.8381386232752,15.609825078398 30.2357330852215,59.8389768495702,15.6071735173464",без признаков поражения,uninjured,2014.0
765,5:048,"30.2851766636435,59.8519707274553,15.552853317 30.2851767601164,59.8519820053871,15.55285325367 30.2851768172008,59.8519886787025,15.5528532126918 30.2851769136986,59.8519999595265,15.5528531465679 30.2851769707606,59.8520066302126,15.5528531065211 30.2850405903384,59.8520069254113,15.5530029796064 30.2850405231898,59.8519990718227,15.5530030271038 30.2850404368522,59.851988973901,15.5530030839145 30.2850403696789,59.8519811174202,15.5530031304806 30.2850402833683,59.8519710226536,15.5530031900853 30.2851766636435,59.8519707274553,15.552853317",возникающий очаг,injured_emerging,2014.0
766,5:049,"30.2447210586715,59.8667884019819,15.5973516544327 30.2447228224886,59.8670285437621,15.5973503421992 30.2447223706998,59.8670314581227,15.597350846976 30.2447209850402,59.8670342971794,15.5973523752764 30.2447187005002,59.8670369840918,15.5973548935726 30.2447155803662,59.8670394503807,15.5973583264276 30.2447117036207,59.8670416288523,15.5973625909537 30.2447071780744,59.8670434619877,15.5973675698042 30.244702119453,59.8670449019817,15.5973731325939 30.2443752083649,59.8671209833924,15.5977325057611 30.2443602127476,59.8671046911718,15.5977489361539 30.2443452192442,59.8670883999974,15.5977653684095 30.2446513403573,59.8670171578305,15.5974288508296 30.2446496616332,59.866788534569,15.5974300988019 30.2446853601524,59.8667884682803,15.5973908761516 30.2447210586715,59.8667884019819,15.5973516544327",возникающий очаг,injured_emerging,2014.0
767,5:050,"30.2447337328634,59.8666585604286,15.5973373930901 30.2446980482461,59.8666580800744,15.5973765961826 30.2446623620555,59.8666575989247,15.5974158057943 30.2447213245053,59.8655508956525,15.5973481638357 30.2431758195825,59.8655604576397,15.5990463038906 30.2431753816733,59.8655425077243,15.5990467388183 30.2431749416713,59.8655245575497,15.5990471784025 30.2447577167254,59.8655147649029,15.5973080853 30.2447634282267,59.8655149733132,15.5973018091172 30.2447689982439,59.8655156368542,15.5972956912592 30.2447742860261,59.8655167410632,15.597289884463 30.2447791554082,59.8655182551677,15.5972845377401 30.2447834801125,59.8655201420664,15.5972797898576 30.2447871499784,59.8655223522701,15.5972757618874 30.2447900699515,59.865524828637,15.5972725627944 30.2447921658442,59.8655275076759,15.5972702652216 30.2447933806879,59.8655303211312,15.5972689390182 30.2447936872827,59.8655331962218,15.5972686074674 30.2447337328634,59.8666585604286,15.5973373930901",без признаков поражения,uninjured,2014.0
768,5:051,"30.2320175105656,59.8586847704278,15.6112928073853 30.2319889242948,59.858695518327,15.6113242469728 30.2319603364355,59.8587062659598,15.6113556874916 30.2312248364813,59.8582113214778,15.6121630901471 30.2312534225894,59.8582005745326,15.6121316496283 30.2312820086754,59.8581898270552,15.6121002128348 30.2320175105656,59.8586847704278,15.6112928073853",возникающий очаг,injured_emerging,2015.0
769,5:052,"30.2474417782083,59.8624408444227,15.5943509750068 30.2474420510339,59.862477587544,15.5943507701159 30.2474063571408,59.8624776545768,15.5943899918348 30.2473706632475,59.8624777216,15.5944292135537 30.2473703905006,59.8624409784785,15.5944294184446 30.2474060843545,59.8624409114554,15.5943901985884 30.2474417782083,59.8624408444227,15.5943509750068",действующий очаг,injured_active,2014.0
770,5:053,"30.2575809417093,59.8676428862652,15.5832256600261 30.2575692077013,59.8676863593666,15.5832386845723 30.257534494873,59.8676842577868,15.5832768110558 30.2574983103289,59.8676820441739,15.5833165580407 30.2575100459884,59.8676385700239,15.5833035307005 30.2575449842623,59.8676406890486,15.5832651546225 30.2575809417093,59.8676428862652,15.5832256600261",возникающий очаг,injured_emerging,2014.0
771,5:054,"30.2567677393841,59.8701928486212,15.5841268356889 30.2568088391259,59.8700303914407,15.584081184119 30.256882995367,59.8700355706897,15.5839997399598 30.256831306549,59.8701980485333,15.5840570228174 30.2567677393841,59.8701928486212,15.5841268356889",возникающий очаг,injured_emerging,2016.0
772,5:054,"30.2566343505774,59.8700287765121,15.5842728586867 30.2565670797889,59.8702957575135,15.5843475814909 30.256531716714,59.870293288043,15.5843864195049 30.2564963541592,59.8702908175103,15.5844252575189 30.2565689924899,59.870024692447,15.5843446422368 30.2566343505774,59.8700287765121,15.5842728586867",возникающий очаг,injured_emerging,2016.0
773,5:055,"30.2562603483854,59.8711635803275,15.5846872106194 30.2562690124791,59.871164144289,15.5846776925027 30.2563044211983,59.8711664475706,15.58463880606 30.2562833971622,59.8712481411919,15.5846621524543 30.2562479883556,59.8712458376418,15.5847010426223 30.2562350162495,59.8712449930967,15.5847152881324 30.2562125790309,59.8712435340831,15.5847399327904 30.2562336032399,59.8711618407359,15.5847165817395 30.2562603483854,59.8711635803275,15.5846872106194",возникающий очаг,injured_emerging,2014.0
774,5:057,"30.2687592553458,59.8742075168787,15.5709688216448 30.2687283380808,59.8742164963927,15.5710028093308 30.2686974202846,59.8742254769522,15.5710367988795 30.2679532412059,59.8735778557613,15.571851817891 30.2679841580795,59.8735688753769,15.571817827411 30.2680150754658,59.8735598957729,15.5717838387936 30.2687592553458,59.8742075168787,15.5709688216448",возникающий очаг,injured_emerging,2014.0
775,5:059,"30.2724090587914,59.8814940763148,15.5669881775975 30.272422817296,59.8815077675211,15.5669731236994 30.2724251973988,59.8815101358001,15.5669705187902 30.2724389216149,59.8815237902656,15.5669555012137 30.2723412797215,59.8815480411442,15.5670628100634 30.2723255520453,59.8815324635376,15.5670800171793 30.2723090415671,59.8815159578288,15.5670980848372 30.2724067145554,59.8814917439826,15.5669907405972 30.2724090587914,59.8814940763148,15.5669881775975",возникающий очаг,injured_emerging,2014.0
776,5:060,"30.264608658608,59.883019313718,15.5755590405315 30.2645765477074,59.8830271735003,15.5755943255499 30.2645444388861,59.8830350335335,15.5756296133623 30.2638012272465,59.8822679718677,15.5764428675175 30.2638333375989,59.8822601122737,15.5764075778425 30.2638654458333,59.8822522513615,15.5763722937554 30.264608658608,59.883019313718,15.5755590405315",действующий очаг,injured_active,2014.0
777,5:061,"30.2728606961134,59.8404270947223,15.5663537699729 30.2728274562426,59.8404336082887,15.5663903318346 30.2727942158277,59.8404401207961,15.5664268927649 30.2727213374557,59.8403459179654,15.566506749019 30.2727545756926,59.840339404429,15.566470191814 30.2727878154839,59.840332890881,15.566433629021 30.2728606961134,59.8404270947223,15.5663537699729",возникающий очаг,injured_emerging,2016.0
778,5:061,"30.2724881186921,59.8404327506431,15.5667633889243 30.2725443814447,59.840413705035,15.5667014829814 30.2728000458958,59.8406308621362,15.5664210198447 30.2727531853687,59.8406498886422,15.5664725890383 30.2724881186921,59.8404327506431,15.5667633889243",возникающий очаг,injured_emerging,2016.0
779,5:061,"30.2748486668141,59.8420380794125,15.564172915183 30.2748211903517,59.8420478452101,15.5642031477764 30.2747903881079,59.8420587908758,15.5642370432615 30.2746888356022,59.8419864227968,15.5643484704196 30.2747179728462,59.8419760674895,15.5643164077774 30.2747334789125,59.8419705569794,15.5642993468791 30.2747471121554,59.8419657113826,15.5642843442038 30.2748486668141,59.8420380794125,15.564172915183",возникающий очаг,injured_emerging,2016.0
